YEAR,MAKE,MODEL,CONDITION,TRANSMISSION,CYLINDERS,FUEL,ODOMETER,ENGINE POWER,MILAGE,Price
2012,ford,escape,Excellent,Automatic,6,gas,65000,High CC,7,0
2012,kia,soul,Excellent,Manual,4,gas,131500,Low CC,25,0
2004,volkswagen,touareg,Excellent,Automatic,6,gas,101047,Avg CC,27,0
2007,jeep,wrangler,Excellent,Automatic,6,gas,150862,Low CC,28,0
2018,acura,rdx awd advanced,Excellent,Manual,6,gas,9200,Avg CC,40,1
2015,ford,f-350 sd,Excellent,Automatic,8,gas,112241,Avg CC,50,0
2003,honda,accord lx 2-door,salvage,Manual,4,gas,170000,Avg CC,15,0
2014,nissan,altima s,Excellent,Automatic,4,gas,117770,Avg CC,27,0
1970,chevrolet,el camino,Excellent,Automatic,8,gas,72868,High CC,6,1
2018,buick,encore,Excellent,Automatic,4,gas,12140,Avg CC,21,0
2008,ford,f150,Excellent,Automatic,8,gas,191148,Low CC,36,0
2017,chevrolet,express,Excellent,Automatic,8,gas,36712,Low CC,25,1
2012,chevrolet,express,Excellent,Automatic,8,gas,43742,Avg CC,39,0
2017,subaru,impreza,Excellent,Manual,4,gas,24190,High CC,50,0
2016,ford,f-250 sd,Excellent,Manual,8,gas,87170,Low CC,40,0
2001,saturn,s series sedan,Excellent,Automatic,4,gas,188000,Low CC,42,0
2017,ford,f150,Excellent,Automatic,6,gas,41036,Avg CC,27,1
2010,ford,f-150,Excellent,Automatic,8,gas,72700,Avg CC,42,0
2008,chevrolet,express cargo van,Excellent,Automatic,8,gas,169472,Low CC,26,0
2008,chevrolet,silverado,Excellent,Automatic,8,gas,217000,Avg CC,18,0
2004,volkswagen,passat,Excellent,Automatic,6,gas,151451,Avg CC,26,0
2008,chevrolet,hhr,Excellent,Manual,4,gas,228000,Avg CC,46,0
2006,honda,pilot,Excellent,Automatic,6,gas,131000,High CC,5,0
2012,honda,civic,Excellent,Automatic,4,gas,107256,Low CC,19,0
1995,ford,f350,Excellent,Automatic,8,diesel,345000,Avg CC,42,0
2012,ford,super duty f-250 srw,Excellent,Automatic,8,diesel,143775,Avg CC,36,1
2011,chevrolet,express cargo van,Excellent,Automatic,6,gas,122653,Low CC,7,0
2003,chevrolet,trailblazer,Excellent,Automatic,6,gas,208950,Low CC,17,0
2004,jeep,liberty limited edition,Excellent,Automatic,6,gas,107000,Low CC,29,0
2003,chevrolet,tahoe,Excellent,Automatic,8,gas,227000,Avg CC,19,0
2015,toyota,tacoma,Excellent,Automatic,6,gas,110368,High CC,11,0
2010,mercedes-benz,e550,Excellent,Manual,8,gas,68182,Avg CC,41,0
2012,ford,expedition,Excellent,Manual,8,gas,123140,Low CC,9,0
2015,volkswagen,passat,Excellent,Automatic,6,gas,71468,Avg CC,26,0
2013,volkswagen,cc,Excellent,Automatic,4,gas,34000,Low CC,20,0
2007,chevrolet,silverado 3500hd,Excellent,Manual,8,diesel,379234,Avg CC,49,0
2018,buick,encore,Excellent,Manual,4,gas,46500,Avg CC,28,0
2008,toyota,sienna xle,Excellent,Automatic,6,gas,145250,Avg CC,36,0
2010,mazda,3i touring 2.0l auto,Excellent,Manual,4,gas,150000,Low CC,18,0
2016,chevrolet,silverado 1500,Excellent,Automatic,8,gas,23298,Avg CC,22,1
2007,bmw,525i,Excellent,Manual,6,gas,105000,Avg CC,31,0
2015,mercedes-benz,benz e350,Excellent,Manual,6,gas,68000,Low CC,15,0
2006,nissan,sentra,Excellent,Automatic,4,gas,177000,Low CC,14,0
1982,chevrolet,el camino,Excellent,Automatic,8,gas,50000,Avg CC,47,0
2017,dodge,grand caravan,Excellent,Manual,6,gas,25857,Avg CC,42,0
2017,nissan,murano,Excellent,Manual,6,gas,49412,Avg CC,28,0
2014,mercedes-benz,benz c-250 sport,Excellent,Automatic,4,gas,68000,Avg CC,17,0
2011,chevrolet,silverado 1500,Excellent,Manual,8,gas,119388,Low CC,41,0
2014,bmw,535xi,Excellent,Manual,6,gas,72658,Low CC,11,0
2018,ford,escape,Excellent,Automatic,4,gas,18200,Low CC,44,0
2013,hyundai,veloster,Excellent,Automatic,4,gas,100617,Low CC,38,0
2012,nissan,rogue sv,Excellent,Automatic,4,gas,116567,Avg CC,35,0
2012,honda,pilot ex-l 4x4,Excellent,Manual,6,gas,129214,Avg CC,6,0
2010,ford,xlt f150 crew cab,Excellent,Automatic,8,gas,112766,Avg CC,18,0
2011,cadillac,dts,Excellent,Automatic,8,gas,79088,Low CC,19,0
2003,toyota,matrix,Excellent,Automatic,4,gas,227452,Low CC,40,0
2014,nissan,pathfinder sv,Excellent,Automatic,6,gas,99072,Low CC,31,0
2014,chevrolet,silverado 1500,Excellent,Manual,8,gas,59000,Avg CC,25,1
2008,ford,f-150 limited,Excellent,Automatic,8,gas,120303,Avg CC,38,0
2000,honda,accord,salvage,Automatic,4,gas,248083,Avg CC,22,0
2011,chevrolet,silverado 2500hd,Excellent,Manual,8,diesel,156907,High CC,27,1
1955,pontiac,4 door,salvage,Manual,8,gas,26721,Avg CC,43,0
2014,chrysler,town country,Excellent,Automatic,6,gas,87148,Low CC,6,0
2004,toyota,corolla le,Excellent,Automatic,4,gas,149675,Low CC,19,0
2006,chevrolet,hhr,Excellent,Manual,4,gas,139974,High CC,36,0
2013,ford,focus titanium 2.0l auto,Excellent,Manual,4,gas,70000,Avg CC,24,0
1999,toyota,camry,Excellent,Automatic,4,gas,287249,Low CC,19,0
2012,gmc,terrain,Excellent,Manual,4,gas,96728,High CC,47,0
2017,ford,f-150,Excellent,Manual,8,gas,84150,Avg CC,37,1
2006,dodge,charger,Excellent,Automatic,8,gas,95073,Avg CC,25,0
2010,chevrolet,silverado 1500 crew,Excellent,Manual,8,gas,78897,Avg CC,32,0
2013,acura,tl,Excellent,Manual,6,gas,53000,High CC,44,0
2011,volvo,xc90,Excellent,Automatic,6,gas,114000,Avg CC,5,0
2008,nissan,quest,Excellent,Automatic,6,gas,56700,High CC,6,0
2014,chevrolet,equinox,Excellent,Manual,4,gas,122988,Avg CC,31,0
2010,bmw,135i / z3,Excellent,Automatic,6,gas,107000,Low CC,13,0
2005,honda,element,Excellent,Automatic,4,gas,132985,Low CC,36,0
2005,chrysler,pt cruiser touring,Excellent,Automatic,4,gas,92384,Avg CC,30,0
2017,hyundai,accent,Excellent,Manual,4,gas,36052,Low CC,50,0
2014,lincoln,mkz,Excellent,Manual,6,gas,85499,Low CC,10,0
2010,chevrolet,equinox,Excellent,Manual,4,gas,117470,High CC,35,0
2015,gmc,sierra,Excellent,Automatic,8,gas,40192,High CC,26,1
2006,chevrolet,trailblazer,Excellent,Manual,6,gas,112877,Avg CC,35,0
2013,volkswagen,passat se,Excellent,Automatic,5,gas,130000,Avg CC,17,0
2013,subaru,legacy,Excellent,Manual,4,gas,109298,High CC,10,0
2006,audi,a6,Excellent,Manual,6,gas,109000,Low CC,35,0
2010,chevrolet,traverse lt,Excellent,Manual,6,gas,91421,Low CC,14,0
2015,jeep,patriot,Excellent,Automatic,4,gas,47733,Low CC,32,0
2013,volvo,xc70 t6 awd,Excellent,Automatic,6,gas,94157,Avg CC,22,0
2005,ford,freestar,Excellent,Manual,6,gas,180232,Low CC,43,0
1997,jeep,wrangler,Excellent,Automatic,4,gas,97190,High CC,42,0
2007,honda,civic,Excellent,Manual,4,gas,155045,Low CC,43,0
2013,honda,civic,Excellent,Manual,4,gas,110602,Avg CC,25,0
1998,ford,crown victoria lx,Excellent,Manual,8,gas,103000,Avg CC,7,0
2004,gmc,starcraft conversion,Excellent,Manual,8,gas,182336,High CC,47,0
1961,chevrolet,impala,Excellent,Automatic,8,gas,2500,High CC,39,2
2015,dodge,dart,Excellent,Automatic,4,gas,62565,Avg CC,15,0
2012,chevrolet,silverado 2500 hd,salvage,Automatic,8,gas,67500,High CC,23,0
2000,toyota,sienna 4d pass van,Excellent,Manual,6,gas,158000,Avg CC,31,0
1998,toyota,4runner,Excellent,Manual,6,gas,200000,Avg CC,12,0
2011,gmc,sierra 1500 w/t regular-cab,Excellent,Manual,6,gas,77508,Avg CC,24,0
2015,bmw,x3 xdrive28i xline,Excellent,Manual,4,gas,48583,High CC,16,1
2001,dodge,intrepid,Excellent,Automatic,6,gas,70592,Avg CC,10,0
2012,kia,forte,Excellent,Automatic,4,gas,93202,Low CC,14,0
2006,bmw,325i,Excellent,Manual,6,gas,111109,Avg CC,31,0
2012,subaru,outback,Excellent,Manual,4,gas,133823,Avg CC,24,0
2001,gmc,seirra 1500 4x4,Excellent,Automatic,8,gas,230313,Avg CC,14,0
2005,dodge,neon,Excellent,Automatic,4,gas,160000,Avg CC,18,0
2016,nissan,versa sv,Excellent,Manual,4,gas,70715,Avg CC,6,0
2017,toyota,rav4 se awd,Excellent,Automatic,4,gas,14948,Avg CC,43,0
2007,honda,cr-v ex-l,Excellent,Manual,4,gas,135741,Avg CC,8,0
2015,nissan,frontier,Excellent,Automatic,6,gas,65276,Low CC,47,0
2008,bmw,535xi,Excellent,Automatic,6,gas,130000,Low CC,19,0
2013,chevrolet,tahoe,Excellent,Manual,8,gas,66557,High CC,18,1
2005,ford,f150,Excellent,Automatic,8,gas,152000,Low CC,31,0
2012,hyundai,sonata 2.0 turbo,Excellent,Automatic,4,gas,102917,Avg CC,27,0
2016,nissan,altima,Excellent,Manual,4,gas,65886,Low CC,12,0
2001,chevrolet,silverado,salvage,Manual,8,gas,231013,Low CC,17,0
2009,audi,tt,Excellent,Automatic,4,gas,64000,High CC,9,0
1996,chevrolet,corvette,Excellent,Automatic,8,gas,77216,High CC,46,0
2012,chevrolet,suburban lt 2500,Excellent,Manual,8,gas,125748,Avg CC,12,0
2004,toyota,sienna xle,Excellent,Manual,6,gas,186400,High CC,47,0
2016,kia,soul,Excellent,Automatic,4,gas,88911,Avg CC,8,0
2009,chevrolet,silverado 1500,Excellent,Automatic,8,gas,169724,Low CC,39,0
2008,nissan,versa,Excellent,Automatic,4,gas,144741,Low CC,40,0
2016,chrysler,200 sedan,Excellent,Automatic,4,gas,40752,Low CC,26,0
2010,ford,fusion sel,Excellent,Automatic,4,gas,67675,Avg CC,8,0
2015,ram,2500,Excellent,Manual,6,diesel,138372,High CC,20,1
2009,toyota,rav4,Excellent,Manual,4,gas,135000,Avg CC,5,0
1988,mercury,cougar,Excellent,Manual,8,gas,155884,Low CC,41,0
2018,gmc,sierra 1500,Excellent,Manual,6,gas,17412,Avg CC,6,0
2016,toyota,tundra,Excellent,Manual,8,gas,41820,Low CC,28,1
2014,ram,promaster 2500,Excellent,Manual,6,gas,229,Avg CC,36,0
2005,toyota,tundra,Excellent,Automatic,8,gas,66697,Avg CC,44,0
1999,chevrolet,tahoe,Excellent,Automatic,8,gas,196600,Low CC,28,0
2013,nissan,frontier sv,Excellent,Automatic,6,gas,91583,Low CC,25,0
2011,infiniti,g37,Excellent,Manual,6,gas,84800,Avg CC,20,0
2005,acura,mdx touring,Excellent,Automatic,6,gas,117430,Avg CC,9,0
2001,ram,1500,Excellent,Automatic,8,gas,207496,Avg CC,28,0
2018,ford,transit,Excellent,Automatic,6,gas,21555,Avg CC,12,1
2006,ford,mustang gt convertible,Excellent,Manual,8,gas,84057,Low CC,33,0
2011,ford,f-350,Excellent,Automatic,8,diesel,93345,High CC,45,1
2009,honda,civic,Excellent,Manual,4,gas,156584,Low CC,32,0
2006,hyundai,tucson,Excellent,Automatic,6,gas,142700,Avg CC,50,0
2017,chevrolet,traverse,Excellent,Automatic,6,gas,78187,Low CC,33,0
2011,ford,f-150,Excellent,Automatic,8,gas,168031,Avg CC,16,0
2006,mercury,mountaineer,Excellent,Manual,6,gas,130000,Avg CC,37,0
2008,nissan,titan,Excellent,Manual,8,gas,125732,Avg CC,15,0
2017,nissan,titan,Excellent,Automatic,8,gas,38961,Low CC,40,1
2008,jeep,wrangler,Excellent,Manual,6,gas,174644,Low CC,19,0
2015,ford,taurus sho,Excellent,Manual,6,gas,37236,High CC,17,0
2018,gmc,sierra,Excellent,Manual,6,gas,14000,Avg CC,30,0
2011,chevrolet,1500 lt,Excellent,Automatic,8,gas,191174,High CC,6,0
2018,ford,transit t250,Excellent,Automatic,6,gas,16369,Low CC,48,1
2012,ram,3500 long bed diesel truck,Excellent,Manual,6,diesel,133821,High CC,25,1
2015,hyundai,veloster,Excellent,Manual,4,gas,44187,Avg CC,15,0
2003,jaguar,s-type,Excellent,Manual,8,gas,58500,High CC,42,0
2012,honda,accord ex-l,Excellent,Automatic,4,gas,89650,Low CC,30,0
2017,buick,enclave,Excellent,Manual,6,gas,19519,Low CC,16,0
2000,chevrolet,malibu,Excellent,Automatic,6,gas,215865,Low CC,26,0
2009,mercury,mariner premier,salvage,Automatic,4,gas,131000,High CC,13,0
2003,honda,accord lx coupe,Excellent,Automatic,6,gas,180920,High CC,29,0
2010,ford,edge,Excellent,Automatic,6,gas,98953,Avg CC,13,0
2007,lexus,es 350,Excellent,Manual,6,gas,109775,Low CC,45,0
2009,subaru,forester,Excellent,Manual,4,gas,131101,Low CC,35,0
2010,ford,f250 xlt,Excellent,Manual,8,gas,116615,Avg CC,21,0
2016,jeep,grand cherokee,Excellent,Automatic,6,gas,33200,High CC,42,0
2015,bmw,x3,Excellent,Automatic,4,gas,64700,Low CC,47,0
2016,nissan,pathfinder,Excellent,Manual,6,gas,39400,Avg CC,12,0
2011,chevrolet,silverado 1500,Excellent,Manual,8,gas,113386,Avg CC,48,0
2017,ford,edge sel,Excellent,Manual,4,gas,45572,Low CC,15,0
2011,cadillac,cts,Excellent,Automatic,6,gas,32480,Low CC,45,0
2014,ford,taurus awd eco boost,Excellent,Automatic,6,gas,94209,Low CC,21,0
2018,ford,escape,Excellent,Manual,4,gas,27512,Low CC,35,0
2010,ford,e350,Excellent,Manual,8,gas,25258,Avg CC,8,0
2008,ford,escape xlt,Excellent,Manual,6,gas,182843,Low CC,21,0
2013,audi,a4,Excellent,Manual,4,gas,61000,Low CC,11,0
2008,lincoln,town car limousine,Excellent,Automatic,8,gas,67251,Avg CC,6,0
2016,chevrolet,silverado 1500,Excellent,Manual,8,gas,24985,High CC,24,1
2010,cadillac,srx,Excellent,Automatic,6,gas,97579,Avg CC,34,0
2004,infiniti,i35,Excellent,Manual,6,gas,135380,Avg CC,33,0
2015,chrysler,town & country touring,Excellent,Automatic,6,gas,60586,Avg CC,37,0
2007,hyundai,accent gs hb 1.6l at,Excellent,Automatic,4,gas,131000,High CC,27,0
2013,volkswagen,passat,Excellent,Manual,5,gas,76691,High CC,44,0
2016,toyota,camry,Excellent,Manual,4,gas,113984,Low CC,37,0
2005,ram,2500,Excellent,Automatic,8,gas,198575,Avg CC,22,0
2006,jaguar,xk8 convertible,Excellent,Manual,8,gas,41000,Avg CC,20,0
2008,ford,expedition,Excellent,Automatic,8,gas,111859,Avg CC,34,0
2014,ram,promaster,Excellent,Automatic,6,gas,103000,Low CC,36,0
2016,jeep,grand cherokee summit,Excellent,Automatic,6,diesel,44122,High CC,38,1
2016,ram,1500 st 4x4 hemi,Excellent,Automatic,8,gas,25764,Avg CC,14,1
2000,lexus,ls 400,Excellent,Automatic,8,gas,210000,Avg CC,46,0
2015,jeep,cherokee,Excellent,Manual,4,gas,80000,Low CC,28,0
2011,ford,f-150,Excellent,Automatic,8,gas,79466,High CC,50,0
2012,gmc,sierra,Excellent,Automatic,8,gas,184303,Low CC,33,0
2015,mercedes-benz,c300 4matic,Excellent,Automatic,4,gas,42365,Low CC,12,0
2019,nissan,z,Excellent,Automatic,6,gas,3503,Avg CC,40,1
2011,audi,q5,Excellent,Automatic,4,gas,96091,Low CC,5,0
2016,toyota,tundra,Excellent,Automatic,8,gas,41239,Low CC,21,1
2017,ford,escape,Excellent,Manual,4,gas,58582,Low CC,50,0
2008,ford,f-450 sd,Excellent,Manual,8,diesel,124746,Avg CC,14,0
2005,chevrolet,express 1500,Excellent,Automatic,6,gas,173100,Avg CC,19,0
2013,hyundai,sonata gls,Excellent,Automatic,4,gas,48284,Low CC,24,0
1999,ford,f150 pickup,Excellent,Automatic,8,gas,200000,High CC,12,0
2004,ford,tarus,salvage,Manual,6,gas,263000,High CC,50,0
2004,toyota,corolla,Excellent,Automatic,4,gas,260000,Avg CC,37,0
2013,volkswagen,tiguan,Excellent,Automatic,4,gas,90127,Avg CC,12,0
2012,jeep,wrangler,Excellent,Manual,6,gas,79962,Low CC,10,0
2006,honda,accord ex,Excellent,Automatic,4,gas,142921,Low CC,13,0
2011,ford,explore limited,Excellent,Automatic,6,gas,112000,Low CC,8,0
2003,bmw,3 series 325i,Excellent,Automatic,6,gas,110997,High CC,39,0
2015,dodge,charger,Excellent,Manual,6,gas,71024,High CC,26,0
1987,ford,thunderbird,Excellent,Automatic,4,gas,58285,Low CC,38,0
2005,dodge,grand caravan,Excellent,Manual,6,gas,157000,High CC,8,0
2008,bmw,328i with sport package,Excellent,Automatic,6,gas,89450,Avg CC,16,0
2016,volkswagen,passat se,Excellent,Automatic,4,gas,17800,Low CC,15,0
2016,subaru,outback,Excellent,Automatic,4,gas,48160,Low CC,35,0
2013,buick,enclave,Excellent,Automatic,6,gas,51200,High CC,37,0
2018,chevrolet,equinox premier awd,Excellent,Automatic,4,gas,12000,Avg CC,12,1
2014,audi,a4,Excellent,Automatic,4,gas,50726,Avg CC,33,0
2008,honda,ridgeline,Excellent,Automatic,6,gas,207082,Avg CC,11,0
2017,dodge,challenger,Excellent,Automatic,6,gas,21240,Avg CC,45,0
2016,hyundai,veloster,Excellent,Automatic,4,gas,50848,Avg CC,32,0
2010,dodge,avenger,salvage,Manual,4,gas,81727,High CC,17,0
2009,ford,f-250,Excellent,Automatic,8,diesel,92000,Low CC,47,0
2013,ford,super duty f-550 drw,Excellent,Manual,8,diesel,57157,Low CC,30,1
2010,ram,2500,Excellent,Automatic,6,diesel,96660,Low CC,34,0
2016,toyota,tacoma limited,Excellent,Manual,6,gas,77000,Low CC,30,1
2007,volvo,xc90,Excellent,Automatic,6,gas,138835,High CC,46,0
2009,ford,f150 crew 4x4 crew,Excellent,Automatic,8,gas,125095,Low CC,23,0
2014,ford,f-150,Excellent,Manual,8,gas,92178,Low CC,28,1
2016,hyundai,elantra gt,Excellent,Automatic,4,gas,42116,Avg CC,12,0
2011,audi,a4 premium plus,Excellent,Manual,4,gas,132000,Low CC,41,0
2011,chevrolet,silverado 3500hd,Excellent,Automatic,8,gas,134062,High CC,20,0
2013,ford,f-250 sd,Excellent,Automatic,8,gas,40866,Avg CC,32,0
2007,ford,f150,Excellent,Automatic,6,gas,194000,Avg CC,23,0
2011,jeep,grand cherokee laredo 4wd v,Excellent,Manual,8,gas,83565,Avg CC,23,0
2008,ford,escape,Excellent,Automatic,4,gas,187263,High CC,27,0
2017,chevrolet,cruze lt,Excellent,Manual,4,gas,28846,Low CC,17,0
2013,mitsubishi,outlander sport,Excellent,Automatic,4,gas,68200,Avg CC,40,0
2005,mercury,sable,Excellent,Manual,6,gas,90694,Low CC,16,0
2008,chevrolet,silverado 2500 ltz di,Excellent,Automatic,8,diesel,97523,Avg CC,24,1
2004,dodge,durango,Excellent,Automatic,8,gas,178282,Low CC,43,0
2008,toyota,tundra 4wd,Excellent,Automatic,8,gas,93000,Avg CC,15,0
1989,ford,350,Excellent,Automatic,8,gas,90300,High CC,23,0
2002,mercedes-benz,c-class,Excellent,Automatic,6,gas,129856,Avg CC,40,0
2013,hyundai,veloster,Excellent,Manual,4,gas,37000,Avg CC,20,0
1997,jaguar,xk series xk8 convertibl,Excellent,Automatic,8,gas,136166,Avg CC,7,0
2017,ford,f350,Excellent,Automatic,8,gas,34516,Avg CC,28,1
2007,honda,accord,Excellent,Manual,4,gas,92675,High CC,28,0
2012,ram,1500 4x4,Excellent,Automatic,8,gas,84872,Low CC,20,0
2005,gmc,c5c042,Excellent,Manual,8,diesel,103025,Avg CC,43,0
2013,ford,f-250 sd,Excellent,Manual,8,gas,110243,Low CC,32,0
2015,mercedes-benz,gl 350 4 matic,Excellent,Automatic,6,diesel,48000,Low CC,13,1
2013,volkswagen,passat,Excellent,Manual,4,diesel,37834,Low CC,41,0
2017,gmc,terrain,Excellent,Automatic,4,gas,25087,Avg CC,47,0
2006,jeep,grand cherokee,Excellent,Manual,8,gas,124463,Low CC,23,0
2006,dodge,grand caravan sxt,Excellent,Automatic,6,gas,86369,Low CC,23,0
2015,chevrolet,silverado 1500,Excellent,Automatic,8,gas,59425,Avg CC,6,1
2013,buick,encore convenience,Excellent,Automatic,4,gas,73819,Low CC,33,0
1958,ford,thunderbird,Excellent,Automatic,8,gas,0,Low CC,22,0
2010,acura,mdx sh-awd,Excellent,Manual,6,gas,135900,Avg CC,46,0
2005,mazda,6,Excellent,Manual,4,gas,190000,Low CC,41,0
2012,chevrolet,silverado 1500 ls,Excellent,Manual,8,gas,106913,Avg CC,5,0
2010,subaru,outback,Excellent,Automatic,4,gas,186873,Avg CC,25,0
2016,hyundai,elantra,Excellent,Manual,4,gas,55074,Avg CC,42,0
1997,jeep,wrangler,Excellent,Manual,4,gas,161000,High CC,30,0
2012,chevrolet,impala,Excellent,Automatic,6,gas,115930,Low CC,16,0
2013,volkswagen,touareg,Excellent,Automatic,6,gas,107517,Avg CC,14,0
2007,toyota,tundra,Excellent,Automatic,8,gas,0,Avg CC,12,0
1996,mazda,miata mx-5,Excellent,Automatic,4,gas,126126,Low CC,35,0
2009,dodge,journey,Excellent,Manual,6,gas,134531,High CC,11,0
2012,dodge,journey crew,Excellent,Manual,6,gas,178168,Avg CC,47,0
2007,chevrolet,trailblazer lt,Excellent,Manual,6,gas,181986,Avg CC,30,0
1977,ford,f150,Excellent,Automatic,8,gas,95000,Low CC,21,0
2016,toyota,corolla,Excellent,Manual,4,gas,47000,High CC,40,0
2017,mazda,3,Excellent,Manual,4,gas,19527,Low CC,46,0
2008,volkswagen,beetle se,Excellent,Automatic,5,gas,80000,Low CC,46,0
2008,honda,accord ex-l,Excellent,Manual,6,gas,216932,Avg CC,47,0
2014,jeep,wrangler,Excellent,Automatic,6,gas,17145,Avg CC,14,0
2008,volvo,s40 2.4i,Excellent,Automatic,5,gas,171375,Avg CC,13,0
2010,toyota,rav4,Excellent,Automatic,4,gas,165792,Avg CC,30,0
2010,dodge,challenger,Excellent,Manual,6,gas,110000,Avg CC,45,0
2015,kia,sorento,Excellent,Automatic,4,gas,132000,High CC,18,0
2012,ram,5500 cummins 4x4,Excellent,Automatic,6,diesel,214173,Avg CC,8,1
2015,chevrolet,silverado 2500,Excellent,Automatic,8,gas,257531,High CC,7,0
2015,ford,f-350 crew cab,Excellent,Automatic,8,gas,48844,Avg CC,9,1
1999,ram,1500 4wd,Excellent,Automatic,8,gas,191600,Low CC,49,0
1999,chrysler,sebring convertible,salvage,Manual,6,gas,123471,Low CC,19,0
2012,chevrolet,tahoe,Excellent,Automatic,8,gas,118009,Low CC,10,0
2013,ford,f-250 sd,Excellent,Manual,8,gas,45649,High CC,14,0
2005,cadillac,cts-v,Excellent,Manual,8,gas,73415,Avg CC,42,0
2011,chevrolet,express cargo van,Excellent,Manual,6,gas,153183,Low CC,47,0
2018,ford,super duty f-250,Excellent,Manual,8,diesel,64886,Low CC,38,1
2007,pontiac,g6 gt,Excellent,Manual,6,gas,130142,Low CC,39,0
2019,nissan,pathfinder,Excellent,Automatic,6,gas,185,Avg CC,21,0
2007,chevrolet,silverado 1500 classic,Excellent,Automatic,8,gas,303568,Avg CC,11,0
1993,dodge,190 roadtrek,Excellent,Automatic,8,gas,170000,Avg CC,10,0
2008,ford,f-150,Excellent,Automatic,8,gas,154000,Avg CC,48,0
2002,chevrolet,corvette,Excellent,Manual,8,gas,31168,High CC,28,0
2011,hyundai,santa fe,Excellent,Automatic,4,gas,69480,Low CC,15,0
2004,nissan,armada se,Excellent,Manual,8,gas,186320,Low CC,33,0
2006,toyota,4 runner,Excellent,Manual,8,gas,165000,Avg CC,29,0
2006,ford,econoline,Excellent,Automatic,8,gas,160596,High CC,42,0
2004,honda,pilot,Excellent,Automatic,6,gas,185182,Avg CC,16,0
2012,gmc,sierra denali,Excellent,Manual,8,gas,117722,Low CC,17,0
2011,bmw,135i,Excellent,Automatic,6,gas,68347,Avg CC,10,0
2011,volkswagen,gti,Excellent,Manual,4,gas,135209,Low CC,16,0
1999,honda,civic ex coupe,Excellent,Automatic,4,gas,212212,Avg CC,27,0
2014,dodge,charger,salvage,Automatic,6,gas,65390,Avg CC,7,0
2011,chevrolet,express cargo van,Excellent,Automatic,6,gas,154412,Low CC,27,0
2004,ford,mustang,Excellent,Automatic,8,gas,104104,Low CC,30,0
2006,chevrolet,corvette,Excellent,Automatic,8,gas,53500,Low CC,33,0
2013,ford,f150,Excellent,Automatic,6,gas,84735,Avg CC,44,0
2015,ford,f-150,Excellent,Manual,6,gas,59874,Low CC,15,1
2010,chevrolet,silverado 1500,Excellent,Automatic,8,gas,87350,High CC,37,0
2014,chevrolet,silverado 3500hd,Excellent,Automatic,8,gas,51361,High CC,23,1
2006,nissan,pathfinder,salvage,Automatic,6,gas,170000,Low CC,24,0
2005,acura,mdx,Excellent,Manual,6,gas,123686,Low CC,24,0
2002,mercedes-benz,benz s55,Excellent,Manual,8,gas,167298,Avg CC,50,0
2015,ford,fusion,Excellent,Automatic,4,gas,88934,Low CC,17,0
2017,mercedes-benz,gle,Excellent,Manual,6,gas,16725,Low CC,37,1
2008,nissan,altima,Excellent,Automatic,4,gas,168419,Avg CC,23,0
2006,chevrolet,trailblazer,Excellent,Manual,6,gas,104345,Avg CC,14,0
